Tarih,Cekilis,Senaryo,Kupon,Isabet,Tutan,Faz,Iskelet_Hata,Blok_Hata,Bolge_Hata
07.08.2026 16:07,47429,🏆 ANA ORTAK / MASTER,4-35-36-37-42-43-47,1,35,,2.0,0,0
07.08.2026 16:12,47430,İskelet,34-35-36-45-52-53-65,3,34-45-53,,5.0,0,0
07.08.2026 16:12,47430,Yenilenme,2-34-35-36-53-61-69,3,2-34-53,,5.0,0,0
07.08.2026 16:12,47430,Benzer/Sürpriz,2-17-26-35-45-53-65,4,2-26-45-53,,5.0,0,0
07.08.2026 16:12,47430,Blok Rejim 2lü/Çoklu Küçük,27-28-34-37-62-63-69,3,34-62-63,,5.0,0,0
07.08.2026 16:12,47430,Yenilenme,2-26-28-31-45-62-69,4,2-26-45-62,,5.0,0,0
07.08.2026 16:12,47430,Birleşik Güç/Konsensüs,2-34-36-45-53-65-69,4,2-34-45-53,,5.0,0,0
07.08.2026 16:12,47430,🏆 ANA ORTAK / MASTER,2-34-35-36-53-65-69,3,2-34-53,,5.0,0,0
07.08.2026 16:17,47431,İskelet,34-52-53-62-63-65-75,4,34-62-65-75,,5.0,0,0
07.08.2026 16:17,47431,Yenilenme,25-34-37-52-53-61-65,2,34-65,,5.0,0,0
07.08.2026 16:17,47431,Blok Rejim 2lü/Çoklu Küçük,25-38-53-65-66-69-75,2,65-75,,5.0,0,0
07.08.2026 16:17,47431,Yenilenme,7-25-26-34-37-46-52,2,34-46,,5.0,0,0
07.08.2026 16:17,47431,Taşıma/Küme,24-25-26-37-45-61-64,1,45,,5.0,0,0
07.08.2026 16:17,47431,Birleşik Güç/Konsensüs,25-34-38-53-65-75-76,3,34-65-75,,5.0,0,0
07.08.2026 16:17,47431,🏆 ANA ORTAK / MASTER,25-37-38-53-61-65-75,2,65-75,,5.0,0,0
07.08.2026 16:22,47432,İskelet,33-34-35-40-53-70-73,1,73,,5.0,0,0
07.08.2026 16:22,47432,Blok Rejim 2lü/Çoklu Küçük,34-35-36-45-46-52-53,1,45,,5.0,0,0
07.08.2026 16:22,47432,Yenilenme,34-35-40-46-52-53-65,0,,,5.0,0,0
07.08.2026 16:22,47432,Blok Doğum,33-34-51-53-62-65-66,2,51-62,,5.0,0,0
07.08.2026 16:22,47432,Taşıma/Küme,33-36-40-51-52-62-65,2,51-62,,5.0,0,0
07.08.2026 16:22,47432,Birleşik Güç/Konsensüs,34-35-40-43-52-53-62,1,62,,5.0,0,0
07.08.2026 16:22,47432,🏆 ANA ORTAK / MASTER,33-34-35-51-52-53-62,2,51-62,,5.0,0,0
07.08.2026 16:27,47433,İskelet,25-28-29-38-51-53-62,2,25-38,,6.0,0,0
07.08.2026 16:27,47433,Blok Rejim 2lü/Çoklu Küçük,30-34-38-52-53-58-65,2,38-65,,6.0,0,0
07.08.2026 16:27,47433,Taşıma/Küme,29-34-37-38-51-58-62,2,37-38,,6.0,0,0
07.08.2026 16:27,47433,Yenilenme,3-20-30-33-38-58-62,2,20-38,,6.0,0,0
07.08.2026 16:27,47433,Benzer/Sürpriz,3-12-26-30-33-52-53,0,,,6.0,0,0
07.08.2026 16:27,47433,Birleşik Güç/Konsensüs,3-12-30-34-53-58-62,0,,,6.0,0,0
07.08.2026 16:27,47433,🏆 ANA ORTAK / MASTER,3-30-34-38-53-58-62,1,38,,6.0,0,0
07.08.2026 16:37,47435,İskelet,34-37-38-42-45-53-65,0,,,4.0,0,0
07.08.2026 16:37,47435,Taşıma/Küme,17-25-34-42-43-56-65,2,17-56,,4.0,0,0
07.08.2026 16:37,47435,Yenilenme,17-26-34-45-46-58-65,3,17-26-58,,4.0,0,0
07.08.2026 16:37,47435,Benzer/Sürpriz,3-24-27-28-45-66-76,1,66,,4.0,0,0
07.08.2026 16:37,47435,İskelet,26-27-28-35-52-57-66,2,26-66,,4.0,0,0
07.08.2026 16:37,47435,Birleşik Güç/Konsensüs,3-17-25-34-43-45-65,1,17,,4.0,0,0
07.08.2026 16:37,47435,🏆 OYNA — MASTER 7,26-27-34-39-42-45-65,1,26,,4.0,0,0
07.08.2026 16:42,47436,İskelet,39-42-55-57-65-66-67,3,57-66-67,,5.0,0,0
07.08.2026 16:42,47436,Blok Rejim 2lü/Çoklu Küçük,33-34-37-39-40-65-67,2,37-67,,5.0,0,0
07.08.2026 16:42,47436,Taşıma/Küme,34-39-42-53-55-57-65,2,53-57,,5.0,0,0
07.08.2026 16:42,47436,Yenilenme,33-34-35-42-51-66-67,3,51-66-67,,5.0,0,0
07.08.2026 16:42,47436,Taşıma/Küme,17-33-34-56-57-75-76,1,57,,5.0,0,0
07.08.2026 16:42,47436,Birleşik Güç/Konsensüs,33-34-42-55-58-65-67,2,58-67,,5.0,0,0
07.08.2026 16:42,47436,🏆 OYNA — MASTER 7,33-34-39-42-57-65-67,2,57-67,,5.0,0,0
07.08.2026 16:47,47437,İskelet,37-43-52-53-65-66-67,3,37-43-52,,3.0,0,0
07.08.2026 16:47,47437,Birleşik Güç/Konsensüs,35-43-45-52-53-65-67,2,43-52,,3.0,0,0
07.08.2026 16:47,47437,🏆 OYNA — MASTER 7,42-43-52-53-65-67-76,3,42-43-52,,3.0,0,0
07.08.2026 16:52,47438,İskelet,24-25-34-35-37-58-62,1,62,,3.0,0,0
07.08.2026 16:52,47438,Blok Rejim 2lü/Çoklu Küçük,6-34-35-43-58-61-62,1,62,,3.0,0,0
07.08.2026 16:52,47438,Birleşik Güç/Konsensüs,6-26-34-35-43-58-67,0,,,3.0,0,0
07.08.2026 16:52,47438,🏆 OYNA — MASTER 7,34-35-43-58-61-62-76,1,62,,3.0,0,0
07.08.2026 16:57,47439,İskelet,2-40-42-44-53-62-63,3,40-42-53,,3.0,0,0
07.08.2026 16:57,47439,Blok Rejim 2lü/Çoklu Küçük,25-44-45-58-62-65-66,0,,,3.0,0,0
07.08.2026 16:57,47439,Taşıma/Küme,26-29-40-42-53-62-63,3,40-42-53,,3.0,0,0
07.08.2026 16:57,47439,Yenilenme,3-26-34-44-45-62-63,1,34,,3.0,0,0
07.08.2026 16:57,47439,Benzer/Sürpriz,2-25-33-34-43-44-45,2,33-34,,3.0,0,0
07.08.2026 16:57,47439,Birleşik Güç/Konsensüs,2-29-40-44-45-53-62,2,40-53,,3.0,0,0
07.08.2026 16:57,47439,🏆 OYNA — MASTER 7,39-40-44-45-61-62-63,2,39-40,,3.0,0,0
07.08.2026 17:02,47440,İskelet,28-29-34-35-37-58-70,2,37-58,,6.0,0,0
07.08.2026 17:02,47440,Taşıma/Küme,2-28-34-41-42-58-70,1,58,,6.0,0,0
07.08.2026 17:02,47440,Yenilenme,2-25-30-33-34-51-70,1,25,,6.0,0,0
07.08.2026 17:02,47440,Benzer/Sürpriz,27-28-29-43-58-61-62,2,58-61,,6.0,0,0
07.08.2026 17:02,47440,İskelet,2-13-29-30-57-61-62,1,61,,6.0,0,0
07.08.2026 17:02,47440,Birleşik Güç/Konsensüs,2-29-33-34-37-58-70,2,37-58,,6.0,0,0
07.08.2026 17:02,47440,🏆 OYNA — MASTER 7,2-34-50-58-60-61-70,2,58-61,,6.0,0,0
07.08.2026 17:07,47441,İskelet,25-37-41-52-58-65-78,4,25-37-41-65,,7.0,0,0
07.08.2026 17:07,47441,Blok Rejim 2lü/Çoklu Küçük,13-14-27-28-29-37-52,2,28-37,,7.0,0,0
07.08.2026 17:07,47441,Taşıma/Küme,28-37-41-52-58-67-75,3,28-37-41,,7.0,0,0
07.08.2026 17:07,47441,Yenilenme,2-24-26-40-51-58-75,2,24-51,,7.0,0,0
07.08.2026 17:07,47441,Taşıma/Küme,25-27-28-29-41-51-61,4,25-28-41-51,,7.0,0,0
07.08.2026 17:07,47441,Birleşik Güç/Konsensüs,27-28-37-41-52-58-65,4,28-37-41-65,,7.0,0,0
07.08.2026 17:07,47441,🏆 OYNA — MASTER 7,13-37-41-52-53-58-65,3,37-41-65,,7.0,0,0
07.08.2026 17:12,47442,İskelet,34-35-38-42-51-52-69,3,35-51-69,,4.0,0,0
07.08.2026 17:12,47442,Taşıma/Küme,16-26-34-38-42-51-64,4,16-26-51-64,,4.0,0,0
07.08.2026 17:12,47442,Yenilenme,26-34-35-38-51-52-63,3,26-35-51,,4.0,0,0
07.08.2026 17:12,47442,Yenilenme,3-16-26-35-52-69-79,5,16-26-35-69-79,,4.0,0,0
07.08.2026 17:12,47442,Benzer/Sürpriz,3-32-36-43-63-70-79,1,79,,4.0,0,0
07.08.2026 17:12,47442,Birleşik Güç/Konsensüs,26-34-38-42-52-64-69,3,26-64-69,,4.0,0,0
07.08.2026 17:12,47442,🏆 OYNA — MASTER 7,3-26-34-35-38-43-69,3,26-35-69,,4.0,0,0
